id,label,length,membrane,split,prediction,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9
D4AS12,2,422,S,test,2,0.0003923941979475175,0.0011178269368333417,0.7435132893918462,0.015311040686948722,0.0038712371001942613,0.05644471515768692,0.0025990256467699146,0.0001882727813769001,0.17116648152161065,0.005395716578785497
D4AS41,2,588,S,test,2,6.566251466325286e-05,0.0005967865699248917,0.9940355242546323,0.0006352759170471834,0.00023098221230143472,0.00042817339577705073,0.00020384108807531274,1.3340148924256442e-05,0.003289828519418164,0.0005005853792362442
D4ATH2,2,417,S,test,2,0.0002976430495400892,0.001071853712016484,0.8599632046389676,0.000591933861579143,0.0019408764206039078,0.025367076344450245,0.014009029096789345,0.001333943492091706,0.09063945239684519,0.004784986987116324
D4AUH1,2,882,S,test,5,0.00024734225660259123,0.0038427248213972797,0.007664592673185784,0.0010014561967639033,0.00032767523362527135,0.946733559313404,0.0018063332430739271,0.00019263032808141412,0.03290559438257831,0.005278091551287507
D4AUX6,2,442,S,test,2,0.0018235674057988126,0.0004037263827660435,0.577441526691884,0.0033803600426962612,0.003200460433550393,0.29492825877440315,0.006541316336946377,0.0005024456364114379,0.1051599149748798,0.0066184233206638
D4AWC9,2,495,S,test,2,8.05064866960609e-05,0.0003469827976617394,0.9947161915656672,0.00045788542929897007,0.00010833331678025949,0.0007161463777645931,0.00037225821901787056,2.0355226769732e-05,0.0029741476786808957,0.00020719290166274968
D4AZ24,2,909,S,test,8,0.0006881765426757354,0.0022564439527952484,0.3678002946892632,0.0010658686495710905,0.005124856708637057,0.1908122744693432,0.006133650418479044,0.007753660888389947,0.4039495878083144,0.014415185872531102
D4B1Z7,2,565,S,test,2,6.16560297006748e-05,0.00044676816781908665,0.9935811989377532,0.0005264215410319516,0.00018696960322488106,0.0005305503269319964,0.0002895841966286347,1.6594495195767266e-05,0.003935609570136517,0.00042464713157730016
D4B528,2,373,S,test,2,2.7799121916266622e-05,0.0004486551295102633,0.9938876397369972,0.0005955334590372789,6.363282753467921e-05,0.0005369698119701832,0.0002238423457923567,1.94069140561187e-05,0.0037565433237278178,0.0004399773294578565
D4B5D3,2,197,S,test,2,0.0005914456431864979,0.00044644660860506205,0.9437058363108501,0.004998269848039219,0.0004327108814962465,0.025346153796760168,0.0006007595672223648,0.000258383451939035,0.022367903477091576,0.0012520904148096612
D4N4Z9,2,424,S,test,2,0.0073407107166254225,0.002420709657094571,0.6063747282568226,0.0009553984435786561,0.0010170163215245617,0.33487194406296666,0.0031572003049945463,0.008253383162156682,0.0343432117943629,0.0012656972798733423
D6PVB4,4,321,M,test,4,0.18315811834468276,0.0016477526097466342,0.0027166847820169326,0.00255208912658989,0.3969408628989256,0.204327660326996,0.0011149251855821322,0.05330205012923478,0.1530343350336318,0.001205521562593438
D6PVB5,4,320,M,test,4,0.19058636080732386,0.005800348329079021,0.0036015182252450975,0.006996555729876895,0.47170579343993,0.0958328482729194,0.0007316928346389562,0.017520765565090354,0.20607300251782773,0.0011511142780686633
D8QLP9,2,393,S,test,2,0.00022211319767744138,0.001234017998138289,0.9785352901321239,0.005236158149419979,0.0026149686895870256,0.0003898207909474143,0.006882800550432622,7.919689916952076e-05,0.004629927581258642,0.00017570601124513018
E7EKD0,2,62,S,test,2,8.673496642085424e-05,0.0001865095111917913,0.9757699978145105,0.0016639652914786295,0.0003247870485472221,0.004501094581375077,0.0009073365374185271,0.00012231591987206866,0.016020223517577228,0.00041703481160810585
E7EKD4,2,59,S,test,2,0.00016237475122762133,0.00016237475122762133,0.9476892553987277,0.003920556841830576,0.0010924268036728824,0.006958501533690867,0.004630837048084114,0.00021177660128653827,0.034519578442709184,0.0006523178275428792
E9QAM5,0,2947,U,test,1,0.0008691386740612009,0.9949735744308824,0.0006433709090812896,0.0007913597415546898,0.0002155022773309737,0.0004026112384461893,0.00011006778881982084,0.00030390691556518156,0.0007760535145574471,0.0009144145097007732
F1LW30,4,956,M,test,2,0.0005192223861273738,0.00034051436723001234,0.9242217199938337,0.004907039278849879,0.007070315741058147,0.009458565735723743,0.0004304504678182786,0.00039192962877642015,0.052141020014455065,0.0005192223861273738
F1NZP5,4,252,M,test,5,0.0030727581197365294,0.0004909520528464687,0.00034813715261206485,0.00023927092893109421,0.00010452972330257337,0.8209532918953466,0.14718881580337345,0.01074594764740391,0.005237156707535997,0.011619139968911302
F2Z699,3,582,M,test,3,0.0002642872666134301,0.00015280844508659683,8.02104580105627e-05,0.9988314877683722,5.960734635352422e-05,9.904669060733923e-05,8.340567308677336e-05,5.415912455254524e-06,0.00014985284913132934,0.00027387759028298054
F4HQA1,0,589,U,test,0,0.9803206015036469,0.012732142023318967,0.00017602657831633958,0.003400141705478885,0.001937342398609472,1.798224600665116e-05,0.0010699021244183632,0.00012288634384170088,0.00019332736538888782,2.9647710973858508e-05
F4I2J8,0,716,U,test,0,0.9981029187504518,0.0011595637477414512,5.0551199979903254e-05,9.22543327951152e-05,0.00028835652467074015,8.648291181469211e-06,0.00022347840646134884,2.074617051566716e-05,4.8995902077379904e-05,4.48667412514185e-06
F4I443,0,714,U,test,0,0.9983107423201085,0.0006135664649521494,3.699174915608596e-05,0.00017716847210430886,0.0006040539938380128,8.383955471643898e-06,0.000150949426373084,3.164072221989495e-05,6.341861080058651e-05,3.0842849757185186e-06
