id,label,PC1,PC2
B2RYG6,1,1.0212374723799982,0.4268042496921143
B3A0P0,2,-1.311471543365386,0.47962375290154763
B3A0P8,2,-0.3350537377566339,0.04175058054970724
B3A0Q1,2,-1.0501748795455925,-0.6940517281173926
B3A0Q2,2,-0.5494847384144366,-0.99908285329926
B3A0Q4,2,-1.418927761442945,-0.7404821599758438
B3A0Q9,2,-0.4641665557224605,0.25574525294257977
B3A0R3,2,-1.0293604419280094,-0.4674583821142203
B3A0R5,2,-1.277803873323998,1.0492054486974818
B3A0R6,2,-0.3497163659969996,0.18836040205614676
B3A0R9,2,-0.2745959727649298,-0.07700312037455888
B3A0S3,2,-0.3753801218615907,0.2662694622393319
B3A0S4,2,-1.2972514076959474,-0.59126252079867
B3EWF4,2,-0.7816781858833401,0.5754649449644802
B3EWF5,2,-0.9810710878936791,0.7197564453248677
B3EWF6,2,-0.9482210078058432,0.5617297880948846
B3EWT2,2,-0.28348015914893854,0.2990351181489778
B3EWT3,2,-1.5212007784413841,0.563112778557539
B3FIV1,2,-0.6917140198681941,-0.022113988783220788
B3VZU0,2,-0.8923101054783767,-0.2090167596729502
B5A9S9,2,-1.3394704743939239,-0.11850041965720597
B5BUZ8,1,-0.4549269317675256,-0.9883288657434363
B5X0I6,0,-0.4893591392179796,-0.10717669246379899
B6GX22,2,0.7840570560834407,1.104965991403274
B6RGY0,6,0.5441761730860996,-0.3187782223928985
B6TVL4,6,-0.36413338788971417,-0.2750243399129166
B8B0E2,6,-0.3441409343266718,-0.18672134359216053
B8YG19,2,0.07611930094838046,0.7718669806220587
B9DFZ0,6,0.45210927791206085,-0.2670505131649897
B9V5F5,1,-0.592534291920875,-0.5831473110777314
C0HJQ5,2,-0.5830896801562218,0.18166152971709842
C0HJZ6,2,-0.3596508800363562,-0.42138488190150025
C0HJZ7,2,-0.3558563763209112,-0.4717479417489395
C0HJZ8,2,-0.33612709417429065,-0.3932034653388118
C0HJZ9,2,-0.35171748064727865,-0.4039362873558289
C0HK00,2,-0.43081026092073765,-0.3989911831264845
C0HK01,2,-0.3989095262827942,-0.3861335485240172
C0HK02,2,-0.366374461980911,-0.398330557482447
C0HK03,2,-0.3980322283094735,-0.42481783233621834
C0IW58,2,0.06975514342255326,0.8186235655142288
C4LY96,1,-1.2920234191341546,0.9657436914071783
C4M1E4,1,-1.3124622670343145,1.01860342085161
C5J888,2,-0.7951512740497807,-0.23958152120323176
C5J8E3,2,-1.5509612387757483,-0.19734606065610696
C5P3X6,2,1.4977456596853207,0.14187674478294976
C6Y4C9,1,-0.5908533873840177,0.10841977418645617
C7AU21,6,0.17817372419999275,-0.1506076048671574
C9JLW8,0,-1.5849332574309924,0.21435783594454202
D0VWU3,2,1.63692208228563,0.18185172152510584
D0VWV4,3,0.6801212781044806,0.19599604145814792
D2CZZ9,8,-1.4635114725877985,0.7843505132230225
D2Y171,2,-1.6531946986048285,-0.1868193557147246
D3Z3K2,0,-0.175716283324082,-0.11893423714473567
D3ZAW2,3,1.3157588398569728,-0.48799426497852466
D3ZD32,0,-1.2090581416749395,-0.2430386880104998
D4AK17,2,0.9968544529967075,0.9233195153427929
D4AL26,2,0.03308862039950011,0.6731385123625366
D4ALW9,2,1.1849647538052495,0.4298263664481791
D4AMW3,2,-1.0964107354671737,0.9183305443822184
D4AR77,2,-0.7132357015400236,0.9290553977862648
D4AS12,2,1.3148549395723008,0.7826507489137143
D4AS41,2,0.7180323231430005,0.8219649256878694
D4ATH2,2,-0.03552660634366241,1.1146471726998444
D4AUH1,2,0.1483974958631012,0.9991207302047386
D4AUX6,2,0.704185129165406,0.1727783297384558
D4AWC9,2,1.633251421254095,0.3743498952588585
D4AZ24,2,0.2025415876820977,0.7608201855603425
D4B1Z7,2,0.594944768837281,0.9392964307405761
D4B528,2,1.6709326488708145,0.1837531532602858
D4B5D3,2,-1.169138453285088,0.6483525760828572
D4N4Z9,2,-0.6198036909009015,0.46746098632103855
D6PVB4,4,-0.8190436987690244,-0.02816360542546166
D6PVB5,4,-0.8108334401747813,-0.02002293968463103
D8QLP9,2,1.1269966384812509,0.624822912687919
E7EKD0,2,-1.0967138659888918,-0.32837194346812687
E7EKD4,2,-0.9967418554557697,-0.14370427093774713
E9QAM5,0,-0.14056821218828022,0.41391262845181137
F1LW30,4,-0.2569225376993425,-0.38276299759879967
F1NZP5,4,0.8689647819536543,-0.03053344139990813
F2Z699,3,0.5721911165394187,0.4561204462137885
F4HQA1,0,-1.6838103670154663,-0.15793922490649856
F4I2J8,0,-1.420292500163109,-0.007683315346239927
F4I443,0,-0.05297210812791265,-0.3617246829658698
F4I5N6,1,-1.8868452808234983,-0.5643347160404074
F4I6M4,1,-0.7686958801551897,0.5832889430452117
F4I8Q7,5,0.33781564203673314,0.6559178660069157
F4IPE3,0,-0.9895014509734966,-0.7599251078931125
F4IUY8,0,-0.1173703743362313,-0.37527696060589877
F4IVV0,1,-2.027173729350743,-0.664604802939236
F4IW47,6,0.02023527071849956,0.6155459735650608
F4J8D3,1,-0.6839859237954473,0.7251721675662954
F4J8K6,0,0.6604657405116926,0.10712170407493529
F4JCC1,0,-0.8555426448495413,-0.6144214462485557
F4JI44,0,-1.0132226692014095,0.4586258112839731
F4JL28,0,1.7066102718887284,-0.6801362251412763
F4JYE9,3,0.8694447119966704,0.3724721381932395
F4K1J4,0,-0.6909057221236095,-0.09405089434037353
F4K2R6,0,-0.8564670642803756,-0.25806416571479607
F4K5W8,2,-0.6426212917395705,0.8914924681876762
F4K6F1,7,0.42695819870974594,0.1548933468033961
F4KFS7,5,-0.593442023857369,-0.16526173628780744
F7BJB9,0,0.06966833284819769,-0.16007455158863065
G3HIK4,2,0.07590227040293948,0.7406077403940133
G5EBZ4,0,-1.2242845166306529,-0.3473462624807318
G5EFF5,0,-0.6528734168766641,0.21842788336533517
G5EGM3,0,-1.0824203066806992,0.19261265180104759
G9M8X1,2,-0.7797948189006794,0.9298994273543344
H2A0K6,2,-0.09974199192062225,-0.09566023260908804
H2A0K9,2,-0.026063664504192643,-0.8794940152249945
H2A0L9,2,-0.5442317997919027,-1.1737664354728186
H2A0M3,2,-1.5871545145785946,0.9396945226146496
H2A0N4,2,-0.4172328387591993,0.04783871151390316
H2A0N6,2,-0.8636562169770297,-0.2225497408350583
I0IUP3,0,-0.25491868330884354,0.6372540093753859
I0IUP4,0,-0.4040054089955406,-0.5750446512614631
I2C092,2,0.769207546934515,0.7182245359146827
J3KML8,7,-1.3698380634917904,-2.181509603066648
J9VQZ4,2,0.450332788962124,0.7209455861729214
J9VY90,2,0.4235453921859134,0.5281803825780443
K0P7H2,2,-0.6445938173965621,0.28347007657471274
K4C9E2,6,1.0625785150485807,0.11238597107214406
K7WDL7,1,1.3714008381255145,0.511136940434619
K7ZGS2,2,-1.0217357711060522,-0.18016440098621533
M9MSG8,4,-1.1951779069272823,0.7590754618135721
M9P2C1,2,-0.9437598413056907,-0.5941000275875981
O00267,0,-0.5439267242653288,-0.458196382699773
O00463,1,1.3056565925313253,-0.23321521352748123
O00623,9,0.229277055323804,0.3235777114534766
O00841,0,-0.9550883485395358,-0.9351106569381543
O01583,1,-0.10618604781465853,0.11834415505567368
O04147,1,0.8748355666470952,0.3953467274528728
O04193,1,1.0019982780312129,-0.7365450270964465
O04196,6,0.29197898043872306,0.7046545004607424
O04202,1,0.8316642011707417,0.9484629269495022
O04203,1,-1.2310592540594052,0.5778496031423354
O04348,6,-0.3480034108946463,0.005730713954688442
O04479,0,-0.201705091132237,-0.5322973919401254
O08722,4,-0.12253127896446499,-0.3471719143693863
O08750,0,-0.942973500640928,-1.213054158857098
O08858,4,2.516874001923092,-2.419099128994838
O11780,2,0.3464498034332954,0.1773016575327563
O13134,4,-0.4090187122532273,0.1275777248380956
O13472,0,0.28856547246303643,0.4490369211319396
O13660,3,1.7896336986484176,0.04604300996609964
O13674,1,-0.465795531902198,-0.5241562600245934
O13684,0,-1.1305176042838316,0.5325276495186433
O13699,3,-1.3043868075119482,1.2362761386776215
O13701,0,-0.9514803890272902,0.07122661249649574
O13713,0,-0.6959907845576169,-0.395774895480498
O13716,2,0.9793465622418311,1.180257967387314
O13737,5,-0.18933480166088473,0.9907800727219782
O13744,3,-1.6145237738859557,0.16970518366696374
O13746,0,-1.9392571699820602,0.4063231341050628
O13769,0,-0.45218726121523606,0.3196360341237869
O13816,0,-1.0247264040070292,0.9302777271927821
O13846,5,0.31937295158949847,1.0079706789126366
O13881,0,-1.189013551702904,0.7679608244102891
O13894,0,-2.121940350478373,0.09566704505312774
O13904,5,-1.2154746414416815,0.37795229733795765
O13905,1,-0.8580736041905475,-0.1505377704642202
O13919,0,-1.122269376248263,0.6260662929530012
O13936,0,-0.8989113969262875,-0.8176842933198541
O13968,8,0.2374284868547711,0.6906517406551078
O13970,3,0.8956702121654398,0.4952473799700887
O13995,5,0.11701014099392487,0.4360032478533088
O14013,0,-1.5508006266464354,0.2210972863303387
O14023,1,1.6205998319805939,0.5782603215728611
O14036,0,0.3331147033848749,0.7330887373992069
O14038,5,-0.9558501043304438,1.2709499875011585
O14090,5,-1.9963885495668892,0.4143013326045847
O14097,0,-1.0645214434689318,-0.7600061208026806
O14104,1,1.1526379488944143,1.0294667630508916
O14119,5,-0.11617770349321713,1.3139131518382074
O14121,3,0.7610610707206045,0.5844892872576004
O14154,5,1.0217231749082167,0.972010549701368
O14158,3,0.11582427572473934,0.7659308878743701
O14223,7,-0.3653526278562414,0.9185351364843521
O14228,1,-0.4326212703034914,1.1838310923605702
O14246,0,-1.7779086813667146,-0.043904192670434966
O14254,3,-1.1235697333839154,1.1461322388694082
O14267,5,-0.33048393615220967,0.23890457850339708
O14275,3,-0.8197199409097963,0.864318207559332
O14279,0,-1.6617952637777895,0.03453404817816884
O14311,0,0.31911958342353036,0.5305425255272457
O14336,0,-0.9900475771171493,-0.5420498554547962
O14341,3,-0.37425673319032504,1.1770437790479449
O14514,4,-1.1644183868749463,-1.290038589458837
O14843,4,1.4850142797597166,-2.031964010171068
O14925,3,0.35880778981378375,0.17345802782989683
O14974,1,-0.16701846195592385,-0.4223449113746614
O15031,4,0.3155205375665705,0.5508455844498011
O15091,3,0.013449975303362127,0.38384802581173966
O15226,0,-0.8265927944523898,0.15714548522650215
O15245,4,1.407915587068711,-0.3654360970877576
O15344,1,0.7177090453215469,-0.03706917282524273
O15503,5,-1.1591258851652788,0.26073900089911445
O15525,0,0.3111884092070496,-0.9145609344028953
O16011,0,1.0547113204790255,-1.9707711693113288
O16259,1,1.9372957274757687,-0.3629606370160983
O17087,1,-1.8448895329323414,-0.9786026675347492
O20250,6,0.20657163782073165,0.6653624239134353
O22049,3,0.17012829763623322,0.2988531464803489
O22131,0,-0.6481296059893452,-0.7713893700975618
O22160,6,0.3625364291274222,-0.4201456656723345
O22241,6,0.7861002074959001,-0.1199485621754727
O22315,0,0.4108224068341897,-1.0533263090839053
O22609,6,0.9303689942326625,-0.47097276327428406
O23179,1,1.4208459079032534,0.25460913002499297
O23181,1,1.3175948318259232,0.16418138485825723
O23342,6,-0.6358682555616485,-0.9277215941770797
O23463,0,-1.098393641654656,0.11994671415929244
O23647,6,-0.7116355380469767,0.6594424312391107
O23722,9,0.5855968300474244,0.23224968013417535
O24174,9,1.9370130656519513,0.23936068718484194
O35254,7,-0.18341790129441995,-1.7083196427118186
O35586,9,2.0992243109555475,0.07609129527059605
O35615,0,-0.8387190516336837,-1.6446419963073555
O35621,1,2.6607218275757933,-0.7964486845074881
O36025,1,-1.4202724780056861,-0.674111025743314
O42248,1,1.3094185628651172,0.004034391372266918
O42250,0,-1.0561255657497461,-1.3067932691624058
O42602,4,2.534902607232645,-1.2638715740941808
O42637,3,-0.5509984662876309,0.7655548019747778
O42648,0,-1.222567834786696,-0.4690100671970013
O42657,1,-0.6523061581289179,0.08417612983695667
O42699,1,-0.6558902920014901,0.6548931524594769
O42721,2,0.19318431815772127,-0.2908723468005256
O42866,3,1.753822781235121,0.1880644396439313
O42893,1,-0.3798550017875977,0.910319942590748
O42927,0,-1.3897227686526894,-0.40432584395625354
O42928,0,-1.9667654575220619,-0.55521705141189
O42955,3,-0.8592523740119039,0.880408100775832
O42956,1,-0.7534308198147355,0.52438012587521
O42973,1,-0.8290383931992313,0.7878132735249939
O43002,5,-1.7708670111757827,-0.46520694927685086
O43013,0,-1.9107520378308152,-0.6247547621701813
O43031,0,-1.147406159747317,-0.283251154095621
O43050,5,2.03624201539912,0.06318917463037839
O43060,1,0.5306954197078539,0.8899756778140303
O43071,0,0.293843054459156,-0.27258055884745347
O43082,0,-0.8657469761496218,-0.1594133049372443
O43090,3,0.642617497108376,0.4714737140024724
O43156,1,0.3082342916397013,0.3115637224512073
O43257,0,-0.3144284194358412,-0.6548154142019038
O43405,2,0.31920294114700226,-0.05454140804272299
O43809,0,-0.4298189045280129,0.7949418328181334
O46028,2,-0.17438088531346518,0.05659623432656623
O48538,4,0.2438200930913962,-0.1445344241318076
O48723,1,1.5122612518066996,0.18060823953553268
O48814,4,0.8779252494200384,-0.40382808987838
O48845,5,0.41981471824736255,0.1708773430042176
O48916,5,1.268365918677743,0.4298697659535599
O49397,0,-0.4408662403123607,-0.8759418961425595
O49432,2,-0.19396207483855749,0.6058492743317903
O49523,1,0.4853083394651319,0.6519721736442389
O49597,0,0.2713589837491344,-0.5015091290601414
O49606,1,-1.2907817045293382,0.7413413547851968
O49782,0,-0.80516817757854,-0.583299240511114
O54751,0,-0.8834843500149978,-1.270841649229117
O54769,2,1.1275400118464143,-0.8537130557756625
O54858,2,0.13506533578591576,-0.02421886226981468
O54874,1,-0.3520503546538486,-0.11036418170029867
O57437,1,-0.6147448847575219,-0.6951933324087542
O59676,0,-0.7476195693214857,0.06042788507102557
O59697,1,0.7491834278996522,-0.33182637359531275
O59711,1,1.3607486384892318,0.7944629450958387
O59714,5,0.007548791541697044,0.6645937214680129
O59746,0,-1.4789837119364926,-0.30156550921465564
O59755,1,-1.9217993393094055,-0.6193695838837529
O59779,1,0.6200010877476206,-2.171002048708852
O59782,5,0.13474267301606416,0.9473435818120776
O59792,0,-0.800817675173138,0.8165336652102888
O59800,0,-0.6833359726064095,0.136083787021816
O59811,1,-0.5131471662544336,-0.048670372199598265
O59812,1,0.8189949425678964,1.4260119475151152
O59893,2,1.1477255972935583,0.20285039510407127
O60053,0,-0.25729127586300155,0.8343516646497628
O60065,9,-0.7850704049356813,0.24996244317137417
O60104,0,-1.5087160137348903,0.3461347466390223
O60113,7,1.1459545172553203,0.6395882558274424
O60118,3,-1.6079373714480225,0.9787017393123324
O60142,3,-0.3030425159316282,0.9121989747895204
O60155,1,-0.16251475161459483,0.8583327957131608
O60161,0,0.10893193992140078,0.5110073414065845
O60167,1,-0.3689322441928481,0.16128196897261773
O60171,0,-0.27157071135933425,-0.3093050480051277
O60237,1,-0.3321244781470257,-0.6832483915125627
O60242,4,-1.5896401636844137,0.012121739069805227
O60292,4,-1.4984777513484786,-1.550717022849106
O60306,0,-0.9460714807710183,0.3314554382166568
O60462-6,2,1.0657788985221062,-0.1337274410286475
O60477,1,-1.4828215830976497,0.8772285944433647
O60478,8,-0.4238786842974473,0.18788708512621297
O60508,0,1.0720470151521735,-0.5963734496016797
O60635,8,1.2405991056650312,0.14750821018009885
O60667-3,2,-0.6688203544928015,-1.8768330696993762
O60858,5,-0.06531936802376793,0.22778866482170237
O60896,4,2.030075957961746,-1.7981642066423233
O61577,1,0.7052807976269405,-0.31118485666958673
O61661,0,0.5945008108654488,-0.25024863730156927
O64425,5,-0.6642855378270859,-0.49274060622054394
O64538,1,0.019082506639320748,-0.19421472764367692
O64654,6,0.5603523862675507,-1.1990579566808444
O65009,8,-1.4408664461174203,0.735051696573767
O65272,6,-0.4437521320552008,-0.2224700826270528
O65312,0,-0.18518510427150411,-0.17204481109001968
O65375,2,0.3612747847399488,-1.126590604091885
O70237,0,-0.20722008653162977,-1.3010123012495294
O70491,4,-0.572905941910257,-0.24411279943821246
O70608,0,-0.998714961255765,0.8155837038906631
O73753,2,-0.11249671444518135,-0.4427977112675316
O74172,1,-0.04952559175138268,0.4323543911896404
O74308,0,-1.1035790217942403,0.09123371228552922
O74317,3,-1.9409615963061853,0.13264728248923502
O74356,3,-0.574969634293356,1.075463192670813
O74362,0,-0.2410277835403882,-0.002068629809158876
O74434,1,-1.4310942855437234,-0.04659309828152917
O74443,0,-0.8611351892623268,0.19589126728069234
O74454,1,-1.0735292962721503,0.07003142029431553
O74462,0,0.8244192053377075,0.6281267505528659
O74509,8,0.06576254333985265,0.5996632692898113
O74531,1,-0.23542776103602775,0.7682397112185064
O74551,5,-0.16713317371952746,0.8282392416812216
O74561,1,-0.5274189536516907,-0.1834042182354644
O74563,0,-0.7659731877666732,0.45862439677063543
O74628,1,1.5023301766225459,0.479826679966311
O74648,1,0.32031881930851647,1.0882372714450366
O74734,3,-0.041277986196523744,0.7138199565922045
O74761,0,0.36444291551096386,1.0578833495279896
O74765,3,1.1226506274157473,1.055272616621385
O74830,1,0.7018033195697301,0.9112331946753344
O74879,0,0.11337330215008459,0.27564263796028066
O74886,1,0.7754106341583314,0.7899608361772612
O74890,3,1.0439093337012582,0.9146685379822541
O74942,0,0.23509701170215616,0.7040326347196757
O74964,0,-1.5371070177251447,-0.11245151133670464
O74974,0,-0.41059702292865463,0.7793857067404316
O74994,1,-0.5091072882766002,1.1018624462551134
O75001,0,-0.42331726947487774,1.2012856794159121
O75064,7,-1.0980585240846505,-0.34229692536869594
O75072,7,-0.6992944986275097,0.9183078734606106
O75151,0,-0.7143987780595275,-0.2656843242221418
O75170,1,-0.3999324565615278,-1.006220072572526
O75324,3,-1.6583120596017653,-0.3043452610455031
O75363,1,-1.6062378139097295,-2.038186597732207
O75367,0,0.14181761832408968,0.3341991759573642
O75462,2,0.7568297360167014,-1.6315632679324916
O75475,0,-0.7334949549788731,-0.7597765591766337
O75554,0,-0.5621644927400639,-0.8700747468362258
O75607,0,0.3316931384952085,-0.5241320534800075
O75879,3,0.5149985691943053,0.32362521707293734
O75909,0,1.1274664548283762,-1.528969769003023
O75934,0,-1.453330945335027,0.5178778598339934
O76090,4,-0.3507098340230818,0.16508003706986452
O76200,2,-0.7195331884655437,0.12397252625762724
O76927,1,-0.9484040015028806,1.1391589427991995
O80678,0,-0.15987518597017958,-0.9031861066735187
O80839,1,0.5040258153395548,-0.655433476170777
O80885,6,0.7631638817553741,-0.05837060415640468
O80931,0,-0.5729919188669207,-0.5418605671864017
O80939,4,0.9464898064912527,0.13383422935014808
O81027,3,0.5982097033444493,0.11585136167134887
O81242,0,-1.6027114666846165,-0.35418457758925515
O81645,1,0.5663786203680982,-0.28171745947765836
O81796,3,1.3307863752911258,0.6916239131921428
O82261,6,0.3411048754556937,-0.10808589835714778
O82268,0,-1.3144023096040132,-0.1671664552003285
O82291,6,0.032934856283997345,-0.5459189136129549
O82359,3,0.7707398089247233,0.24804192498434643
O82499,6,0.3923144599303132,-0.5018711848409433
O82743,0,-0.7322895932228368,-0.21889412801689856
O82804,0,-1.7954183315694054,-0.8053325515948073
O88286,0,-1.652507940804864,-1.4332159352281106
O88291,0,-1.1115490536066208,-0.6846591277151055
O88343,4,-0.39430993085700927,0.022248288291378603
O88703,4,-0.7414763564891648,-1.71691333408374
O88705,4,-0.3898496208334742,-1.3216787538172612
O88728,4,0.2989093908829959,-1.021426222629387
O88850,0,-1.3451460635119339,-1.2467298371032502
O88871,4,-0.16724960132315655,-0.4329645639025385
O88958,1,2.5333319446322435,-0.16818032882520328
O89017,8,0.7131892500774534,0.3290307228269742
O94091,2,0.9356087180510123,0.836239436248698
O94251,0,-0.324074918583449,1.2080912630240783
O94275,1,-0.4730978672386721,0.8920303175474672
O94278,0,-0.8172396905165176,0.11678557355467349
O94284,3,1.4829340976723224,0.5892492136204731
O94330,3,-0.2640541694031457,0.9510986152335609
O94358,3,-1.7372541880232661,0.1393420951489986
O94378,1,-1.9264871283068306,-0.7398879564649725
O94432,0,-0.3076230536997093,-1.0341933913366388
O94433,5,-1.0895287653530974,1.2159157784808161
O94438,1,-1.592391423492767,0.7086297116347494
O94439,8,-0.36993286849850854,0.782574430182574
O94500,3,0.26667694519903656,1.5089763450799185
O94510,1,0.5950275836001564,1.398874664643411
O94521,1,1.398337374137621,0.7846472183691875
O94527,1,0.330290702692138,-0.013492193858049732
O94532,4,-1.4485589424141683,0.30036962194160416
O94566,1,-1.218758935105386,-0.3454323360044904
O94598,1,-1.0874694792003063,0.6976549112064654
O94601,1,-0.8514922193919645,0.2959971019106703
O94639,5,0.3670306200525619,0.4937018457037574
O94676,0,-0.4727158444220381,1.383691526841973
O94682,1,-2.05307124020223,-0.23635355240602718
O94704,0,-1.3970405363790743,-0.3563480600463599
O94745,3,1.1184612740425233,0.48619717582325345
O94752,1,-0.32613389016260425,0.46982821334118385
O94753,2,0.514438157214144,0.590035591750763
O94804,4,0.6323312290853382,-0.14791825117222487
O94888,0,0.5399825479581386,-0.9693153839889971
O94901,0,-0.032994632545327265,-0.8078254654319659
O94927,1,-0.7965691852744144,-0.6639387876090848
O94966,5,-0.17615141012500193,-1.027412574367521
O95232,0,1.0748737239268835,-1.1181609074867416
O95445,2,-0.22452285331687477,0.6169775981979393
O95563,3,1.5642562850528503,0.003397082573391931
O95684,1,0.4008852408010867,-1.536026228843204
O95747,1,1.400245398404445,-1.131771613623736
O95834,1,1.39871923854134,-0.14285541285108613
O95841,2,-0.33175284887942613,0.3735959723927315
O95926,0,-1.425710811684455,0.364977774123749
O95931,0,-0.9138581827510958,-1.399946103869914
O96693,6,0.9621208458066075,0.9385284883014509
O97859,4,0.850464569194446,0.03648453214360231
P00287,6,0.670793573251444,0.03276153023874364
P00288,6,0.8380994553291156,-0.09562011193860825
P00289,6,0.5940610977763607,-0.614022444708959
P00290,6,0.9046768954461974,-0.19296717162067156
P00291,6,0.72960800405598,-0.01704266123597831
P00292,6,0.6614517981785857,0.08253204765315497
P00293,6,0.5875355957392818,0.09778267504123431
P00294,6,0.8783573699194002,-0.07325897539870951
P00295,6,0.7302719282183735,-0.01522850097804998
P00296,6,0.8173602655530086,-0.08891263130356294
P00297,6,0.8414764472672702,-0.10218492773113863
P00298,6,0.8949786483341963,-0.12616695279382414
P00299,6,0.6175453390971326,-0.6026162445648172
P00732,2,1.4779456185918889,0.682958409614376
P00927,3,0.22324304912595427,0.5694299539789528
P01040,1,1.286885318312044,0.565093028748898
P01096,3,-0.6554993025965853,-0.1950577421116934
P01142,2,-1.2933437603985798,-1.6889172409565565
P01143,2,-1.369035743516873,-1.3400316136947688
P01405,2,-0.29797130675072103,1.0289850176793824
P01406,2,-0.3652326871869699,1.0520360178779462
P02655,2,-0.4930536047542892,-0.28111868179230026
P02724,4,-1.5477606693610082,-0.846714440088531
P02730,4,-0.23000818932023,0.01315981012829971
P02835,0,-1.089345117927008,-0.914680161659566
P02836,0,-0.8881279497256735,-1.3052070013599895
P03872,0,-1.6026738039805717,0.18053024864862272
P03973,2,0.13765218031073034,-0.6537902027028593
P04201,4,1.6533684521318297,-1.7645791007988354
P04814,2,2.390289965693129,-0.7455211729606589
P04913,0,-0.4322775274056946,0.2211168938122826
P04919,4,-0.2896935534238542,-0.02582420249714948
P05166,3,1.6516737725743207,0.38324591002279523
P05186,4,1.9809667258048664,0.21340629145735698
P05366,2,-0.9340959052316179,0.25105361473146753
P05549,0,-1.8351084723429565,-0.444633536000581
P05740,1,0.11336940261828313,0.8630707963161626
P05747,1,-1.4679822237186864,0.17473020598426822
P05764,1,-1.2608382381675305,0.8145205195096445
P05981,4,1.1234990557408642,-0.7648022179909
P06103,1,-0.3016744842641248,0.7524396036611716
P06296,2,-1.3207928240886204,-1.4854370980539184
P06400,0,-0.6720825236883495,0.15223396352080337
P07030,6,0.8569216569603018,-0.7333138993373969
P07250,0,0.19508160986379214,0.8133775121151393
P07251,3,0.1588794813202401,0.9627028516912614
P07256,3,0.8155464639374466,0.8597359206312597
P07266,3,-1.2583270881355197,1.3254952042274075
P07313,1,0.3326298002497624,-1.6762115526786385
P07664,0,-0.39812397449480175,-0.24420384755242874
P07665,0,-0.33474211713042207,-0.22460509275488275
P07766,4,-0.325991559164127,-1.0269986536894897
P08018,1,-0.016149435462367034,-0.6927528367799053
P08985,0,-0.4790081291215996,0.3633986239013442
P08992,0,-0.4420328678272983,0.2585096487690897
P09031,2,-0.1221690722352699,-1.6047103990256215
P09932,0,-0.8993430560916748,0.9429755833962193
P0C0S6,0,-0.3234096682567654,0.4440913836184751
P0C0T4,1,0.18260869314323536,0.051183708404630025
P0C0V8,1,-0.9208067948967085,1.113604568963861
P0C0X0,1,-0.5212346272975998,0.7583465344327798
P0C1Y9,2,-0.5256072035200857,0.917423788125921
P0C1Z0,2,-0.5099954657351955,0.8650341716651619
P0C2B6,3,-1.1548598931676035,0.4113877815813591
P0C5W7,2,-0.8086594862069221,-0.36656718392705523
P0C606,0,0.056179953504751225,-0.132348729953991
P0C607,2,-0.7648561044808054,-0.2540506908281031
P0C7L0,1,-1.0496681070004663,-1.7396521693596707
P0C7P3,0,-0.4018523692102162,0.7910196789637293
P0CB05,1,-0.7896950520383714,-1.0419137542249055
P0CB20,2,-0.8671931151412735,0.2847788426102426
P0CG03,2,1.1240450716555712,-0.028903289015857838
P0CG12,0,-0.651653634303736,-1.8058074155434216
P0CI04,2,-0.961591480297421,0.536366750933023
P0CT87,2,1.0120478735005922,0.24772966200483584
P0CT88,2,0.8706567616158923,0.7406153622832954
P0CT92,2,-1.4050359897269533,0.5942996325828407
P0CX31,1,-0.1731467891177426,0.6919097897179523
P0CX32,1,-0.17314707331806165,0.6919097180606468
